indicador_id,indicador,variable_id,variable,polaridad,municipio_id,municipio,anio_anterior,valor_anterior,anio_reciente,valor_reciente,cambio_porcentual,cambio_ajustado,lectura_dss
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,131,"San Juan Atzompa",2015,108.2725,2020,108.7794,0.46817058809947,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,132,"San Martín Texmelucan",2015,92.2287,2020,92.7069,0.51849370098462,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,133,"San Martín Totoltepec",2015,95.2514,2020,107.1856,12.529159676393,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,134,"San Matías Tlalancaleca",2015,95.6079,2020,94.9981,-0.63781340244897,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,135,"San Miguel Ixitlán",2015,90.8,2020,93.3824,2.8440528634361,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,136,"San Miguel Xoxtla",2015,92.5874,2020,95.5587,3.2091839710371,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,137,"San Nicolás Buenos Aires",2015,92.4354,2020,95.8084,3.6490348935581,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,138,"San Nicolás de los Ranchos",2015,0,2020,94.9363,,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,139,"San Pablo Anicano",2015,91.5447,2020,91.0061,-0.58834645806912,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,140,"San Pedro Cholula",2015,90.777,2020,92.3242,1.7043964880972,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,141,"San Pedro Yeloixtlahuaca",2015,91.9075,2020,93.4554,1.6841933465713,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,142,"San Salvador el Seco",2015,92.4122,2020,95.7889,3.6539547808623,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,143,"San Salvador el Verde",2015,95.3096,2020,94.5886,-0.75648203328941,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,144,"San Salvador Huixcolotla",2015,95.3826,2020,94.9153,-0.48992164189275,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,145,"San Sebastián Tlacotepec",2015,97.1461,2020,96.7626,-0.39476623353897,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,146,"Santa Catarina Tlaltempan",2015,97.9058,2020,98.6737,0.78432534129745,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,147,"Santa Inés Ahuatempan",2015,89.086,2020,91.977,3.2451788159756,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,148,"Santa Isabel Cholula",2015,90.0412,2020,95.3781,5.9271755596327,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,149,"Santiago Miahuatlán",2015,93.4514,2020,93.8411,0.41700819891408,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,150,"Huehuetlán el Grande",2015,92.3506,2020,93.2574,0.98191024205582,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,151,"Santo Tomás Hueyotlipan",2015,92.426,2020,94.4271,2.1650834180858,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,152,Soltepec,2015,93.6025,2020,93.4896,-0.12061643652681,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,153,"Tecali de Herrera",2015,93.8475,2020,94.749,0.96060097498601,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,154,Tecamachalco,2015,92.9999,2020,92.3577,-0.69053837692299,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,155,Tecomatlán,2015,89.1583,2020,100.0586,12.225782680917,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,156,Tehuacán,2015,88.5787,2020,89.3016,0.81611041932202,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,157,Tehuitzingo,2015,88.3823,2020,92.6129,4.7867050303058,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,158,Tenampulco,2015,95.1049,2020,96.0744,1.019400682825,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,159,Teopantlán,2015,79.5157,2020,80.6026,1.3668998700885,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,160,Teotlalco,2015,95.2055,2020,99.5133,4.524738591783,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,161,"Tepanco de López",2015,90.1682,2020,88.0173,-2.3854307838018,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,162,"Tepango de Rodríguez",2015,87.7735,2020,85.8229,-2.2223108341356,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,163,"Tepatlaxco de Hidalgo",2015,93.8533,2020,93.6922,-0.17165086363506,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,164,Tepeaca,2015,90.1082,2020,92.5687,2.7306060935631,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,165,Tepemaxalco,2015,95.4783,2020,101.9934,6.8236447444079,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,166,Tepeojuma,2015,88.1675,2020,86.6081,-1.7686789349817,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,167,Tepetzintla,2015,91.8138,2020,90.0513,-1.9196460662776,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,168,Tepexco,2015,94.6976,2020,96.9887,2.4193854965701,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,169,"Tepexi de Rodríguez",2015,93.4448,2020,100.5118,7.5627536256699,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,170,Tepeyahualco,2015,95.3736,2020,95.241,-0.13903218500717,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,171,"Tepeyahualco de Cuauhtémoc",2015,90.7178,2020,89.2383,-1.6308817012758,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,172,"Tetela de Ocampo",2015,92.9179,2020,92.8025,-0.12419566090065,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,173,"Teteles de Avila Castillo",2015,84.3858,2020,76.6596,-9.155805834631,,sin_clasificar
3,"Relación hombres-mujeres",48,"Relación hombres-mujeres",neutro,174,Teziutlán,2015,88.8644,2020,88.559,-0.34366968099712,,sin_clasificar
